
==> ./c1_exps/experiment_results/CRAUNet_epoch_100_20250614_001316/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
4,N/A,554712,421.67315673828125,313.71990966796875,125.0,277.0,298.9369727803514,298.9369727803514,233.19818115234375,252.79763793945312,267.0,239.0,36.50942029282313,36.50942029282313,107.01895141601562,261.4713439941406,419.0,277.0,312.3672739467288,312.3672739467288
5,N/A,554732,427.3215637207031,305.6288757324219,467.0,300.0,40.075710194346776,40.075710194346776,205.11441040039062,275.83251953125,295.0,254.0,92.49907095074965,92.49907095074965,67.97974395751953,348.6626892089844,93.0,316.0,41.144434359874055,41.144434359874055
6,N/A,554772,325.7286376953125,265.8721008300781,469.0,269.0,143.3055023711868,143.3055023711868,200.65280151367188,165.923828125,225.0,183.0,29.73855611890395,29.73855611890395,98.94132232666016,274.96270751953125,52.0,255.0,51.009777820391975,51.009777820391975
7,N/A,554892,372.79150390625,279.0178527832031,399.0,289.0,28.045115983962603,28.045115983962603,224.78982543945312,220.0341339111328,222.0,218.0,3.452655029255065,3.452655029255065,137.66397094726562,305.9180908203125,69.0,289.0,70.71748513098638,70.71748513098638
8,N/A,555022,392.25604248046875,261.2656555175781,454.0,248.0,63.152940600456056,63.152940600456056,205.50262451171875,244.9351806640625,238.0,171.0,80.7619362908908,80.7619362908908,64.94934844970703,323.51055908203125,22.0,233.0,100.18387014682664,100.18387014682664
9,N/A,555542,388.5849304199219,314.6442565917969,481.0,272.0,101.77955445843577,101.77955445843577,236.337646484375,247.74822998046875,267.0,195.0,61.01275021820917,61.01275021820917,174.1980438232422,281.8720703125,31.0,278.0,143.2503845834563,143.2503845834563
10,N/A,555652,392.548583984375,295.69635009765625,410.0,279.0,24.152019119194126,24.152019119194126,242.25323486328125,237.34645080566406,243.0,232.0,5.398351080358194,5.398351080358194,75.18354797363281,318.1317443847656,63.0,266.0,53.53650729945272,53.53650729945272

==> ./c1_exps/experiment_results/CRAUNet_epoch_200_20250614_002615/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
1,N/A,554592,382.57586669921875,273.0472412109375,475.0,261.0,93.20598927748738,93.20598927748738,208.36956787109375,219.88449096679688,283.0,234.0,75.95359764365162,75.95359764365162,67.5894546508789,266.4963073730469,74.0,270.0,7.30554266959709,7.30554266959709
2,N/A,554652,393.3253479003906,260.75726318359375,428.0,272.0,36.45175756190532,36.45175756190532,223.26260375976562,201.30532836914062,234.0,203.0,10.870307721322284,10.870307721322284,109.61919403076172,297.74761962890625,18.0,260.0,99.09066304397682,99.09066304397682
3,N/A,554682,449.7673645019531,284.09881591796875,483.0,281.0,33.37679916108646,33.37679916108646,281.09661865234375,243.61688232421875,258.0,225.0,29.66550354613253,29.66550354613253,98.24536895751953,300.7105407714844,75.0,281.0,30.477083119543455,30.477083119543455
4,N/A,554712,470.267822265625,294.9629211425781,125.0,277.0,345.73477642265277,345.73477642265277,226.54922485351562,244.6067352294922,267.0,239.0,40.837491229078545,40.837491229078545,34.422298431396484,335.53692626953125,419.0,277.0,389.0071725314,389.0071725314
5,N/A,554732,419.300048828125,244.74420166015625,467.0,300.0,72.99649712125054,72.99649712125054,225.50811767578125,248.94874572753906,295.0,254.0,69.67522428157746,69.67522428157746,89.27306365966797,295.2840881347656,93.0,316.0,21.0484930314036,21.0484930314036
6,N/A,554812,421.7966003417969,269.8152770996094,389.0,284.0,35.732665136264565,35.732665136264565,217.16598510742188,249.65980529785156,219.0,245.0,5.007733623115734,5.007733623115734,99.09352111816406,306.2068786621094,49.0,284.0,54.795130421686174,54.795130421686174
7,N/A,554842,407.2121276855469,278.3107604980469,465.0,290.0,58.958260716930575,58.958260716930575,260.9146423339844,204.5470733642578,247.0,236.0,34.39336949523978,34.39336949523978,102.07799530029297,313.8288879394531,111.0,290.0,25.444411337120947,25.444411337120947
8,N/A,555542,437.5826721191406,288.6163024902344,481.0,272.0,46.4883412132657,46.4883412132657,219.09835815429688,226.76980590820312,267.0,195.0,57.47945597305976,57.47945597305976,71.52946472167969,315.5874328613281,31.0,278.0,55.276148741846406,55.276148741846406
9,N/A,555672,500.574951171875,281.6049499511719,400.0,289.0,100.84645540845604,100.84645540845604,257.9793395996094,246.98524475097656,232.0,241.0,26.65988073418417,26.65988073418417,57.54190444946289,328.5155334472656,64.0,277.0,51.91875561390325,51.91875561390325
10,N/A,555702,351.527099609375,296.46209716796875,356.0,278.0,18.99620671986839,18.99620671986839,265.0361328125,183.66871643066406,204.0,205.0,64.65626935897679,64.65626935897679,131.09446716308594,286.1467590332031,37.0,285.0,94.10145486115127,94.10145486115127

==> ./c1_exps/experiment_results/CRAUNet_baseline_20250614_004242/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
1,N/A,554672,443.24127197265625,268.8345031738281,469.0,300.0,40.432663305906445,40.432663305906445,248.7349853515625,244.7494354248047,268.0,224.0,28.31395168203568,28.31395168203568,65.54750061035156,265.916748046875,95.0,291.0,38.686163532213826,38.686163532213826
2,N/A,554772,275.8199768066406,159.81072998046875,469.0,269.0,221.9027220391516,221.9027220391516,92.24459075927734,97.53107452392578,225.0,183.0,157.8889986816893,157.8889986816893,-25.285297393798828,206.52825927734375,52.0,255.0,91.22788412504337,91.22788412504337
3,N/A,554832,442.18267822265625,248.60635375976562,397.0,298.0,66.94181578264453,66.94181578264453,207.67715454101562,202.74061584472656,205.0,246.0,43.342144316242624,43.342144316242624,54.674285888671875,256.9098815917969,26.0,298.0,50.10601263346985,50.10601263346985
4,N/A,554892,344.35302734375,239.55380249023438,399.0,289.0,73.69679822534822,73.69679822534822,226.5811767578125,194.34317016601562,222.0,218.0,24.09632292032157,24.09632292032157,47.258209228515625,255.09417724609375,69.0,289.0,40.27791308608615,40.27791308608615
5,N/A,554972,345.48760986328125,226.27902221679688,391.0,292.0,79.94138212926502,79.94138212926502,249.89224243164062,189.30128479003906,221.0,238.0,56.624434088382515,56.624434088382515,97.14932250976562,253.94256591796875,40.0,270.0,59.36233024927494,59.36233024927494
6,N/A,555032,458.99212646484375,250.8885040283203,412.0,284.0,57.4859210169797,57.4859210169797,206.31680297851562,225.0642852783203,202.0,247.0,22.35643907929517,22.35643907929517,45.67863082885742,299.1283264160156,30.0,309.0,18.527530974642392,18.527530974642392
7,N/A,555602,430.09075927734375,241.96324157714844,402.0,294.0,59.1347189385042,59.1347189385042,234.80984497070312,179.96841430664062,196.0,213.0,50.96361172510985,50.96361172510985,56.16591262817383,281.98870849609375,52.0,282.0,4.165927930682267,4.165927930682267
8,N/A,555652,424.197265625,254.77989196777344,410.0,279.0,28.074472111146317,28.074472111146317,215.4198455810547,233.71377563476562,243.0,232.0,27.633348416346234,27.633348416346234,72.71192932128906,262.1754455566406,63.0,266.0,10.437853602725713,10.437853602725713
9,N/A,555722,321.20001220703125,209.27020263671875,363.0,305.0,104.45780527422174,104.45780527422174,281.4621887207031,281.25396728515625,204.0,255.0,81.79035077325369,81.79035077325369,71.90895080566406,205.33294677734375,45.0,291.0,89.79385079901111,89.79385079901111
10,N/A,555732,457.8369140625,264.5793762207031,429.0,285.0,35.33510277590254,35.33510277590254,218.62496948242188,208.99786376953125,225.0,218.0,11.030841799788924,11.030841799788924,58.97121810913086,286.6921081542969,108.0,294.0,49.57042199669993,49.57042199669993

==> ./c1_exps/experiment_results/CRAUNet_wing_eps_2_20250614_011335/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
1,N/A,554572,385.35345458984375,288.4945068359375,442.0,275.0,58.23171662977194,58.23171662977194,188.19908142089844,217.3557586669922,225.0,202.0,39.87614490525091,39.87614490525091,33.59501647949219,263.2763366699219,44.0,275.0,15.675074607128913,15.675074607128913
2,N/A,554742,371.8516540527344,302.1634826660156,414.0,282.0,46.723110976401124,46.723110976401124,218.01678466796875,237.5288543701172,238.0,207.0,36.487529981599906,36.487529981599906,76.1115493774414,274.3814697265625,88.0,295.0,23.80040018238501,23.80040018238501
3,N/A,554772,250.28915405273438,44.14453125,469.0,269.0,313.6788420690034,313.6788420690034,84.27115631103516,168.19236755371094,225.0,183.0,141.50573636675475,141.50573636675475,69.2598648071289,106.99341583251953,52.0,255.0,149.0095697936406,149.0095697936406
4,N/A,554812,394.2203674316406,272.790283203125,389.0,284.0,12.365677773073163,12.365677773073163,216.734619140625,201.730224609375,219.0,245.0,43.329036601258046,43.329036601258046,66.06954956054688,241.30714416503906,49.0,284.0,45.97879360688712,45.97879360688712
5,N/A,554892,327.8116760253906,296.61053466796875,399.0,289.0,71.59397815631073,71.59397815631073,212.77357482910156,214.4874725341797,222.0,218.0,9.872424759517305,9.872424759517305,62.02592849731445,274.10577392578125,69.0,289.0,16.446143732635573,16.446143732635573
6,N/A,554932,413.6591491699219,289.4300842285156,59.0,284.0,354.70071596299556,354.70071596299556,218.4358673095703,234.297607421875,260.0,191.0,60.01882983503136,60.01882983503136,67.90907287597656,292.14532470703125,477.0,269.0,409.7451558114958,409.7451558114958
7,N/A,554942,382.4552307128906,288.3877868652344,459.0,269.0,78.96194010248581,78.96194010248581,197.83995056152344,245.99830627441406,245.0,184.0,77.8964713188961,77.8964713188961,79.59397888183594,296.1092834472656,45.0,298.0,34.64560843685235,34.64560843685235
8,N/A,555572,371.7178039550781,286.8782043457031,404.0,270.0,36.42820285737524,36.42820285737524,198.7385711669922,234.41590881347656,185.0,220.0,19.913984147552704,19.913984147552704,85.80844116210938,290.1519775390625,59.0,270.0,33.53795933382292,33.53795933382292
9,N/A,555622,416.106201171875,294.1778259277344,416.0,277.0,17.178154216691937,17.178154216691937,208.14608764648438,248.8938751220703,244.0,210.0,52.898360589575745,52.898360589575745,60.4178581237793,294.19647216796875,62.0,288.0,6.395267019046391,6.395267019046391
10,N/A,555652,433.54180908203125,291.19915771484375,410.0,279.0,26.51483026169394,26.51483026169394,235.8585662841797,246.70848083496094,243.0,232.0,16.350519379819968,16.350519379819968,74.01705169677734,279.5771789550781,63.0,266.0,17.484713794274153,17.484713794274153

==> ./c1_exps/experiment_results/CRAUNet_wing_eps_1_20250614_010551/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
1,N/A,554572,429.27490234375,261.54461669921875,442.0,275.0,18.519596381456108,18.519596381456108,207.77789306640625,194.3419189453125,225.0,202.0,18.84800182173966,18.84800182173966,18.19707679748535,255.2427215576172,44.0,275.0,32.49832145272604,32.49832145272604
2,N/A,554682,483.8831787109375,277.9507141113281,483.0,281.0,3.1746100652374065,3.1746100652374065,279.9454040527344,204.61048889160156,258.0,225.0,29.955515723774038,29.955515723774038,63.5469970703125,297.4277648925781,75.0,281.0,20.026051419919327,20.026051419919327
3,N/A,554712,424.73974609375,257.3236389160156,125.0,277.0,300.3848774053931,300.3848774053931,236.71817016601562,196.21778869628906,267.0,239.0,52.41475767500751,52.41475767500751,37.3192253112793,266.9998474121094,419.0,277.0,381.81175573672834,381.81175573672834
4,N/A,554922,416.25408935546875,260.16815185546875,390.0,274.0,29.674858567115532,29.674858567115532,218.8639373779297,237.61370849609375,223.0,214.0,23.973198429750198,23.973198429750198,47.78901672363281,284.7695007324219,55.0,274.0,12.96072628511545,12.96072628511545
5,N/A,554962,417.5455322265625,269.73052978515625,412.0,298.0,28.80826051506375,28.80826051506375,226.3456268310547,185.3139190673828,224.0,211.0,25.792958707901736,25.792958707901736,-4.217778205871582,269.7566223144531,60.0,311.0,76.32128956333993,76.32128956333993
6,N/A,554972,412.1991882324219,283.02618408203125,391.0,292.0,23.020316110845293,23.020316110845293,219.44642639160156,216.188232421875,221.0,238.0,21.867025308414885,21.867025308414885,30.649459838867188,281.68890380859375,40.0,270.0,14.968736538249148,14.968736538249148
7,N/A,554992,471.07855224609375,251.18026733398438,457.0,306.0,56.598663614253404,56.598663614253404,261.81134033203125,180.4799346923828,270.0,236.0,56.12068957986792,56.12068957986792,33.233131408691406,315.1009216308594,95.0,271.0,75.89490987060452,75.89490987060452
8,N/A,555042,435.9290771484375,269.52593994140625,464.0,279.0,29.62658474634252,29.62658474634252,244.83473205566406,188.65122985839844,270.0,241.0,58.08342660388122,58.08342660388122,55.54441833496094,289.8360290527344,63.0,305.0,16.897683653494717,16.897683653494717
9,N/A,555622,447.48809814453125,274.3487854003906,416.0,277.0,31.599513661017227,31.599513661017227,229.465576171875,207.0303955078125,244.0,210.0,14.834689981782159,14.834689981782159,49.27521514892578,286.9145202636719,62.0,288.0,12.770999011984415,12.770999011984415
10,N/A,555632,401.60650634765625,254.49838256835938,415.0,265.0,17.019683924677054,17.019683924677054,216.4775390625,217.74732971191406,207.0,200.0,20.119429877225674,20.119429877225674,23.604530334472656,280.7059020996094,28.0,250.0,31.018906772021584,31.018906772021584

==> ./c1_exps/experiment_results/CRAUNet_wing_w_3half_20250614_005807/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
1,N/A,554782,398.78021240234375,286.28912353515625,429.0,289.0,30.34113402058503,30.34113402058503,262.3428039550781,194.79954528808594,270.0,245.0,50.78108215224743,50.78108215224743,134.92649841308594,314.782958984375,82.0,274.0,66.81664446671654,66.81664446671654
2,N/A,554832,416.5974426269531,294.39959716796875,397.0,298.0,19.92542742501696,19.92542742501696,245.44728088378906,190.20912170410156,205.0,246.0,68.91011995287687,68.91011995287687,62.179847717285156,311.43731689453125,26.0,298.0,38.59459633381335,38.59459633381335
3,N/A,554842,385.46337890625,291.12109375,465.0,290.0,79.54452178627417,79.54452178627417,246.48866271972656,204.91790771484375,247.0,236.0,31.086298052955215,31.086298052955215,78.67391967773438,310.04388427734375,111.0,290.0,38.03594045012055,38.03594045012055
4,N/A,554902,415.1050720214844,271.029296875,431.0,289.0,23.991559062492865,23.991559062492865,254.50267028808594,217.66683959960938,253.0,241.0,23.38149679265751,23.38149679265751,95.92036437988281,286.34844970703125,75.0,313.0,33.88165844237428,33.88165844237428
5,N/A,554982,424.87432861328125,287.80999755859375,433.0,290.0,8.415619179733904,8.415619179733904,276.1470642089844,227.3352813720703,269.0,231.0,8.031854669330135,8.031854669330135,118.90290832519531,293.5335388183594,76.0,305.0,44.40877474993185,44.40877474993185
6,N/A,554992,461.78619384765625,283.3985595703125,457.0,306.0,23.10265701264803,23.10265701264803,279.52520751953125,227.26638793945312,270.0,236.0,12.92306302369003,12.92306302369003,78.87400817871094,339.891845703125,95.0,271.0,70.75403887131436,70.75403887131436
7,N/A,555032,433.7420654296875,275.23358154296875,412.0,284.0,23.44285609119739,23.44285609119739,235.15887451171875,203.22108459472656,202.0,247.0,54.919071304474905,54.919071304474905,27.67119789123535,356.6927490234375,30.0,309.0,47.74957202608611,47.74957202608611
8,N/A,555622,435.95745849609375,273.89923095703125,416.0,277.0,20.196903680543162,20.196903680543162,230.5798797607422,201.0469970703125,244.0,210.0,16.13244831682811,16.13244831682811,46.095420837402344,315.0016174316406,62.0,288.0,31.33756503406119,31.33756503406119
9,N/A,555712,430.1549987792969,275.25140380859375,415.0,273.0,15.321318713147384,15.321318713147384,230.1859893798828,187.1279296875,231.0,201.0,13.895932787855855,13.895932787855855,79.39611053466797,342.7205505371094,63.0,283.0,61.93041738209492,61.93041738209492
10,N/A,555722,360.17138671875,240.8373260498047,363.0,305.0,64.22499343350637,64.22499343350637,162.3380584716797,162.36656188964844,204.0,255.0,101.57101568879537,101.57101568879537,106.64688873291016,318.4275817871094,45.0,291.0,67.47304004664663,67.47304004664663

==> ./c1_exps/experiment_results/CRAUNet_baseline_20250613_235810/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
1,N/A,554652,458.2210693359375,265.3223571777344,428.0,272.0,30.950023351676126,30.950023351676126,234.55206298828125,201.74595642089844,234.0,203.0,1.3701820467791426,1.3701820467791426,44.95767593383789,283.249267578125,18.0,260.0,35.59838106814799,35.59838106814799
2,N/A,554662,437.0552978515625,273.8719482421875,458.0,300.0,33.48664863413016,33.48664863413016,253.7189483642578,243.99163818359375,296.0,253.0,43.23005794628991,43.23005794628991,55.91884231567383,267.0365905761719,88.0,311.0,54.424094356578316,54.424094356578316
3,N/A,554712,397.1799011230469,274.555419921875,125.0,277.0,272.1908788830183,272.1908788830183,243.2974853515625,213.7101287841797,267.0,239.0,34.661026914564594,34.661026914564594,58.91606140136719,273.09173583984375,419.0,277.0,360.10514765197337,360.10514765197337
4,N/A,554722,458.25604248046875,255.01174926757812,421.0,288.0,49.761806515555925,49.761806515555925,240.71131896972656,209.6043243408203,221.0,272.0,65.43513151581382,65.43513151581382,46.1343994140625,267.2440490722656,54.0,322.0,55.31800642266454,55.31800642266454
5,N/A,554732,463.3177185058594,264.7041015625,467.0,300.0,35.48745755210431,35.48745755210431,211.8787841796875,200.9666748046875,295.0,254.0,98.59852991154958,98.59852991154958,51.92219161987305,277.0936279296875,93.0,316.0,56.578194819099885,56.578194819099885
6,N/A,554812,435.8288879394531,269.291259765625,389.0,284.0,49.08453712655525,49.08453712655525,278.24371337890625,217.2849578857422,219.0,245.0,65.40597170226187,65.40597170226187,55.2584228515625,275.2400817871094,49.0,284.0,10.76587310372422,10.76587310372422
7,N/A,554932,396.7232666015625,283.9711608886719,59.0,284.0,337.7232678328877,337.7232678328877,224.1771240234375,204.14772033691406,260.0,191.0,38.15941552605179,38.15941552605179,57.84682083129883,298.1302185058594,477.0,269.0,420.16420270821317,420.16420270821317
8,N/A,554942,394.07232666015625,275.7256774902344,459.0,269.0,65.27509098444905,65.27509098444905,224.36688232421875,199.18788146972656,245.0,184.0,25.62025153196393,25.62025153196393,49.73058319091797,280.0621032714844,45.0,298.0,18.551187465202524,18.551187465202524
9,N/A,555622,442.919677734375,283.2731018066406,416.0,277.0,27.640927184142775,27.640927184142775,234.77890014648438,230.4009246826172,244.0,210.0,22.38808634998367,22.38808634998367,57.29283142089844,308.8661193847656,62.0,288.0,21.390473912734443,21.390473912734443
10,N/A,555712,399.9593505859375,281.03863525390625,415.0,273.0,17.054054988244967,17.054054988244967,181.5893096923828,193.8851318359375,231.0,201.0,49.920313156742566,49.920313156742566,28.922264099121094,275.0325622558594,63.0,283.0,34.996744824866326,34.996744824866326

==> ./c1_exps/experiment_results/CRAUNet_wing_w_2_20250614_005023/evaluation_results_generic.csv <==
image_index,study_uid,sop_uid,cmt1_pred_x,cmt1_pred_y,cmt1_orig_x,cmt1_orig_y,cmt1_pixel_dist,cmt1_mm_dist,cmtc_pred_x,cmtc_pred_y,cmtc_orig_x,cmtc_orig_y,cmtc_pixel_dist,cmtc_mm_dist,cmt2_pred_x,cmt2_pred_y,cmt2_orig_x,cmt2_orig_y,cmt2_pixel_dist,cmt2_mm_dist
1,N/A,554592,441.9409484863281,302.4410095214844,475.0,261.0,53.01186807822725,53.01186807822725,245.1641387939453,215.93496704101562,283.0,234.0,41.92729193512295,41.92729193512295,57.35966873168945,285.0706787109375,74.0,270.0,22.45052296779339,22.45052296779339
2,N/A,554632,404.27886962890625,282.31683349609375,392.0,307.0,27.568629781388044,27.568629781388044,258.8179016113281,213.7122802734375,198.0,204.0,61.58851796004667,61.58851796004667,30.823579788208008,257.41729736328125,15.0,261.0,16.224100452627148,16.224100452627148
3,N/A,554812,407.86895751953125,277.1268005371094,389.0,284.0,20.081793463995066,20.081793463995066,236.86083984375,212.54400634765625,219.0,245.0,37.045932622692405,37.045932622692405,6.326719284057617,258.5609130859375,49.0,284.0,49.68053975233005,49.68053975233005
4,N/A,554832,389.40399169921875,306.33575439453125,397.0,298.0,11.27759475382427,11.27759475382427,213.1457061767578,243.95175170898438,205.0,246.0,8.399276765276806,8.399276765276806,116.576416015625,279.1133117675781,26.0,298.0,92.52455960783749,92.52455960783749
5,N/A,554922,419.75177001953125,258.6053771972656,390.0,274.0,33.498689982349276,33.498689982349276,252.6574249267578,213.19198608398438,223.0,214.0,29.668430018704235,29.668430018704235,70.3736801147461,285.8522644042969,55.0,274.0,19.412012048726485,19.412012048726485
6,N/A,554942,437.4422912597656,307.37115478515625,459.0,269.0,44.01227471598346,44.01227471598346,244.82965087890625,245.91864013671875,245.0,184.0,61.9188744665432,61.9188744665432,80.76675415039062,289.6777038574219,45.0,298.0,36.72221828184207,36.72221828184207
7,N/A,554982,438.65289306640625,258.80615234375,433.0,290.0,31.701913690210525,31.701913690210525,253.9981689453125,252.60189819335938,269.0,231.0,26.300131949282104,26.300131949282104,70.73499298095703,323.830078125,76.0,305.0,19.55229247694948,19.55229247694948
8,N/A,555032,447.1034851074219,289.002685546875,412.0,284.0,35.45816590530172,35.45816590530172,247.3143768310547,264.7281494140625,202.0,247.0,48.65881245195109,48.65881245195109,59.4486083984375,304.5047912597656,30.0,309.0,29.789720344823703,29.789720344823703
9,N/A,555702,447.60986328125,306.0832214355469,356.0,278.0,95.8177143152939,95.8177143152939,213.21151733398438,194.78204345703125,204.0,205.0,13.757132241433624,13.757132241433624,43.005699157714844,255.36050415039062,37.0,285.0,30.241827600063925,30.241827600063925
